,feeling,news,news_tokens,news_tokens_tagged
42,positive,"Nyrstar has also agreed to supply to Talvivaara up to 150,000 tonnes of sulphuric acid per annum for use in Talvivaara 's leaching process during the period of supply of the zinc in concentrate .","['nyrstar', 'also', 'agree', 'supply', 'talvivaara', 'tonne', 'sulphuric', 'acid', 'per', 'annum', 'use', 'talvivaara', 'leach', 'process', 'period', 'supply', 'zinc', 'concentrate']","[('nyrstar', 'NN'), ('also', 'RB'), ('agree', 'VBP'), ('supply', 'NN'), ('talvivaara', 'NN'), ('tonne', 'NN'), ('sulphuric', 'JJ'), ('acid', 'NN'), ('per', 'IN'), ('annum', 'NN'), ('use', 'NN'), ('talvivaara', 'JJ'), ('leach', 'NN'), ('process', 'NN'), ('period', 'NN'), ('supply', 'NN'), ('zinc', 'NN'), ('concentrate', 'NN')]"
43,positive,"Sales for both the Department Store Division and Hobby Hall increased by 7 % , while sales for the clothing store subsidiary Seppala decreased by 4 % .","['sale', 'department', 'store', 'division', 'hobby', 'hall', 'increase', 'sale', 'clothe', 'store', 'subsidiary', 'seppala', 'decrease']","[('sale', 'NN'), ('department', 'NN'), ('store', 'NN'), ('division', 'NN'), ('hobby', 'NN'), ('hall', 'NN'), ('increase', 'NN'), ('sale', 'NN'), ('clothe', 'JJ'), ('store', 'NN'), ('subsidiary', 'NN'), ('seppala', 'NN'), ('decrease', 'NN')]"
44,positive,Sales have risen in other export markets .,"['sale', 'rise', 'export', 'market']","[('sale', 'NN'), ('rise', 'NN'), ('export', 'NN'), ('market', 'NN')]"
45,positive,Sales increased due to growing market rates and increased operations .,"['sale', 'increase', 'due', 'grow', 'market', 'rate', 'increase', 'operation']","[('sale', 'NN'), ('increase', 'NN'), ('due', 'JJ'), ('grow', 'JJ'), ('market', 'NN'), ('rate', 'NN'), ('increase', 'NN'), ('operation', 'NN')]"
46,positive,The agreement strengthens our long-term partnership with Nokia Siemens Networks .,"['agreement', 'strengthen', 'longterm', 'partnership', 'nokia', 'siemens', 'network']","[('agreement', 'NN'), ('strengthen', 'NN'), ('longterm', 'VBZ'), ('partnership', 'NN'), ('nokia', 'NN'), ('siemens', 'VBZ'), ('network', 'NN')]"
47,positive,"The agreement was signed with Biohit Healthcare Ltd , the UK-based subsidiary of Biohit Oyj , a Finnish public company which develops , manufactures and markets liquid handling products and diagnostic test systems .","['agreement', 'sign', 'biohit', 'healthcare', 'ltd', 'ukbased', 'subsidiary', 'biohit', 'oyj', 'finnish', 'public', 'company', 'develop', 'manufacture', 'market', 'liquid', 'handle', 'product', 'diagnostic', 'test', 'system']","[('agreement', 'NN'), ('sign', 'NN'), ('biohit', 'NN'), ('healthcare', 'NN'), ('ltd', 'NN'), ('ukbased', 'JJ'), ('subsidiary', 'NN'), ('biohit', 'NN'), ('oyj', 'JJ'), ('finnish', 'JJ'), ('public', 'JJ'), ('company', 'NN'), ('develop', 'VB'), ('manufacture', 'NN'), ('market', 'NN'), ('liquid', 'JJ'), ('handle', 'JJ'), ('product', 'NN'), ('diagnostic', 'JJ'), ('test', 'NN'), ('system', 'NN')]"
48,positive,The company also estimates the already carried out investments to lead to an increase in its net sales for 2010 from 2009 when they reached EUR 141.7 million .,"['company', 'also', 'estimate', 'already', 'carry', 'investment', 'lead', 'increase', 'net', 'sale', 'reach', 'eur', 'million']","[('company', 'NN'), ('also', 'RB'), ('estimate', 'VBP'), ('already', 'RB'), ('carry', 'VB'), ('investment', 'NN'), ('lead', 'JJ'), ('increase', 'NN'), ('net', 'JJ'), ('sale', 'NN'), ('reach', 'NN'), ('eur', 'CD'), ('million', 'CD')]"
49,positive,"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .","['company', 'order', 'book', 'stand', 'bln', 'euro', 'bln', 'september', 'pct', 'year', 'international', 'order', 'amount', 'mln', 'euro', 'mln']","[('company', 'NN'), ('order', 'NN'), ('book', 'NN'), ('stand', 'VBP'), ('bln', 'NN'), ('euro', 'NN'), ('bln', 'IN'), ('september', 'NN'), ('pct', 'JJ'), ('year', 'NN'), ('international', 'JJ'), ('order', 'NN'), ('amount', 'NN'), ('mln', 'NN'), ('euro', 'NN'), ('mln', 'NN')]"
50,positive,"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .","['company', 'say', 'paper', 'demand', 'increase', 'main', 'market', 'include', 'publication', 'paper', 'increase', 'average', 'paper', 'price', 'percent', 'compare', 'last', 'year']","[('company', 'NN'), ('say', 'VBP'), ('paper', 'NN'), ('demand', 'NN'), ('increase', 'NN'), ('main', 'JJ'), ('market', 'NN'), ('include', 'VBP'), ('publication', 'NN'), ('paper', 'NN'), ('increase', 'NN'), ('average', 'JJ'), ('paper', 'NN'), ('price', 'NN'), ('percent', 'NN'), ('compare', 'NN'), ('last', 'JJ'), ('year', 'NN')]"
51,positive,"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .","['world', 'second', 'large', 'stainless', 'steel', 'maker', 'say', 'net', 'profit', 'threemonth', 'period', 'dec', 'surge', 'euro', 'million', 'u', 'million', 'euro', 'u', 'per', 'share', 'euro', 'million', 'euro', 'per', 'share', 'previous', 'year']","[('world', 'NN'), ('second', 'JJ'), ('large', 'JJ'), ('stainless', 'NN'), ('steel', 'NN'), ('maker', 'NN'), ('say', 'VBP'), ('net', 'JJ'), ('profit', 'NN'), ('threemonth', 'JJ'), ('period', 'NN'), ('dec', 'NN'), ('surge', 'NN'), ('euro', 'CD'), ('million', 'CD'), ('u', 'JJ'), ('million', 'CD'), ('euro', 'JJ'), ('u', 'JJ'), ('per', 'IN'), ('share', 'NN'), ('euro', 'JJ'), ('million', 'CD'), ('euro', 'FW'), ('per', 'IN'), ('share', 'NN'), ('previous', 'JJ'), ('year', 'NN')]"
52,positive,"Within the framework of the partnership , Nokia Siemens Networks has signed an initial framework purchase agreement with Sitronics subsidiary , JSC Mikron , which is the largest manufacturer and exporter of microelectronic components in Russia .","['within', 'framework', 'partnership', 'nokia', 'siemens', 'network', 'sign', 'initial', 'framework', 'purchase', 'agreement', 'sitronics', 'subsidiary', 'jsc', 'mikron', 'large', 'manufacturer', 'exporter', 'microelectronic', 'component', 'russia']","[('within', 'IN'), ('framework', 'NN'), ('partnership', 'NN'), ('nokia', 'NN'), ('siemens', 'VBZ'), ('network', 'NN'), ('sign', 'NN'), ('initial', 'JJ'), ('framework', 'NN'), ('purchase', 'NN'), ('agreement', 'NN'), ('sitronics', 'NNS'), ('subsidiary', 'NN'), ('jsc', 'NN'), ('mikron', 'NNP'), ('large', 'JJ'), ('manufacturer', 'NN'), ('exporter', 'NN'), ('microelectronic', 'JJ'), ('component', 'NN'), ('russia', 'NN')]"
53,positive,"Seppala 's revenue increased by 0.2 % to EUR10 .1 m. In Finland , revenue went down by 2.4 % to EUR6 .8 m , while sales abroad rose by 6.2 % to EUR3 .3 m. Sales increased in all the Baltic countries as well as in Russia and Ukraine .","['seppala', 'revenue', 'increase', 'eur', 'finland', 'revenue', 'go', 'eur', 'sale', 'abroad', 'rise', 'eur', 'sale', 'increase', 'baltic', 'country', 'well', 'russia', 'ukraine']","[('seppala', 'NN'), ('revenue', 'NN'), ('increase', 'VB'), ('eur', 'NN'), ('finland', 'NN'), ('revenue', 'NN'), ('go', 'VBP'), ('eur', 'JJ'), ('sale', 'NN'), ('abroad', 'RB'), ('rise', 'VB'), ('eur', 'JJ'), ('sale', 'NN'), ('increase', 'NN'), ('baltic', 'JJ'), ('country', 'NN'), ('well', 'RB'), ('russia', 'VBZ'), ('ukraine', 'JJ')]"
54,positive,"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .","['share', 'standard', 'charter', 'stan', 'rise', 'ftse', 'royal', 'bank', 'scotland', 'rb', 'share', 'rise', 'barclays', 'share', 'barc', 'bcs']","[('share', 'NN'), ('standard', 'JJ'), ('charter', 'NN'), ('stan', 'JJ'), ('rise', 'NN'), ('ftse', 'NN'), ('royal', 'NN'), ('bank', 'NN'), ('scotland', 'NN'), ('rb', 'NN'), ('share', 'NN'), ('rise', 'NN'), ('barclays', 'NNS'), ('share', 'NN'), ('barc', 'VBZ'), ('bcs', 'NN')]"
55,positive,Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,"['share', 'nokia', 'corp', 'rise', 'thursday', 'cell', 'phone', 'maker', 'say', 'thirdquarter', 'earn', 'almost', 'double', 'share', 'global', 'handset', 'market', 'increase']","[('share', 'NN'), ('nokia', 'FW'), ('corp', 'NN'), ('rise', 'NN'), ('thursday', 'NN'), ('cell', 'NN'), ('phone', 'NN'), ('maker', 'NN'), ('say', 'VBP'), ('thirdquarter', 'NN'), ('earn', 'VBP'), ('almost', 'RB'), ('double', 'JJ'), ('share', 'NN'), ('global', 'JJ'), ('handset', 'NN'), ('market', 'NN'), ('increase', 'NN')]"
56,positive,"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .","['financial', 'report', 'publish', 'friday', 'seb', 'say', 'net', 'profit', 'soar', 'sek', 'bn', 'yearearlier', 'sek', 'bn', 'propose', 'dividend', 'increase', 'sek', 'per', 'share']","[('financial', 'JJ'), ('report', 'NN'), ('publish', 'NN'), ('friday', 'JJ'), ('seb', 'NNS'), ('say', 'VBP'), ('net', 'JJ'), ('profit', 'NN'), ('soar', 'NN'), ('sek', 'JJ'), ('bn', 'NN'), ('yearearlier', 'JJR'), ('sek', 'JJ'), ('bn', 'NN'), ('propose', 'JJ'), ('dividend', 'NN'), ('increase', 'NN'), ('sek', 'NN'), ('per', 'IN'), ('share', 'NN')]"
57,positive,Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,"['sale', 'department', 'store', 'division', 'increase', 'sale', 'clothe', 'store', 'subsidiary', 'seppala', 'increase', 'meanwhile', 'sale', 'hobby', 'hall', 'decrease']","[('sale', 'NN'), ('department', 'NN'), ('store', 'NN'), ('division', 'NN'), ('increase', 'NN'), ('sale', 'NN'), ('clothe', 'JJ'), ('store', 'NN'), ('subsidiary', 'NN'), ('seppala', 'JJ'), ('increase', 'NN'), ('meanwhile', 'RB'), ('sale', 'NN'), ('hobby', 'NN'), ('hall', 'NN'), ('decrease', 'NN')]"
58,neutral,"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .","['request', 'finnish', 'medium', 'company', 'alma', 'medium', 'newspaper', 'research', 'manager', 'jari', 'kaivooja', 'finland', 'future', 'research', 'centre', 'turku', 'school', 'economics', 'draw', 'future', 'scenario', 'finland', 'national', 'economy', 'use', 'model', 'develop', 'university', 'denver']","[('request', 'NN'), ('finnish', 'JJ'), ('medium', 'NN'), ('company', 'NN'), ('alma', 'VBZ'), ('medium', 'JJ'), ('newspaper', 'NN'), ('research', 'NN'), ('manager', 'NN'), ('jari', 'NN'), ('kaivooja', 'NN'), ('finland', 'NN'), ('future', 'JJ'), ('research', 'NN'), ('centre', 'NN'), ('turku', 'JJ'), ('school', 'NN'), ('economics', 'NNS'), ('draw', 'JJ'), ('future', 'NN'), ('scenario', 'NN'), ('finland', 'VBP'), ('national', 'JJ'), ('economy', 'NN'), ('use', 'NN'), ('model', 'NN'), ('develop', 'VB'), ('university', 'NN'), ('denver', 'NN')]"
59,neutral,"In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % .","['sweden', 'gallerix', 'accumulate', 'sek', 'denominate', 'sale', 'eur', 'denominate', 'sale']","[('sweden', 'JJ'), ('gallerix', 'NN'), ('accumulate', 'NN'), ('sek', 'NN'), ('denominate', 'NN'), ('sale', 'NN'), ('eur', 'NN'), ('denominate', 'NN'), ('sale', 'NN')]"
60,neutral,The company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production .,"['company', 'support', 'global', 'customer', 'develop', 'new', 'technology', 'offer', 'fast', 'route', 'product', 'development', 'application', 'volume', 'production']","[('company', 'NN'), ('support', 'NN'), ('global', 'JJ'), ('customer', 'NN'), ('develop', 'VB'), ('new', 'JJ'), ('technology', 'NN'), ('offer', 'NN'), ('fast', 'IN'), ('route', 'JJ'), ('product', 'NN'), ('development', 'NN'), ('application', 'NN'), ('volume', 'NN'), ('production', 'NN')]"
61,neutral,"When this investment is in place , Atria plans to expand into the Moscow market .","['investment', 'place', 'atrium', 'plan', 'expand', 'moscow', 'market']","[('investment', 'NN'), ('place', 'NN'), ('atrium', 'NN'), ('plan', 'NN'), ('expand', 'VBP'), ('moscow', 'NN'), ('market', 'NN')]"
62,neutral,"`` The new agreement is a continuation to theagreement signed earlier this year with the Lemminkainen Group , whereby Cramo acquired the entire construction machine fleet ofLemminkainen Talo Oy Ita - ja Pohjois Suomo , and signed asimilar agreement , '' said Tatu Hauhio , managing director ofCramo Finland .","['new', 'agreement', 'continuation', 'theagreement', 'sign', 'early', 'year', 'lemminkainen', 'group', 'whereby', 'cramo', 'acquire', 'entire', 'construction', 'machine', 'fleet', 'oflemminkainen', 'talo', 'oy', 'ita', 'ja', 'pohjois', 'suomo', 'sign', 'asimilar', 'agreement', 'say', 'tatu', 'hauhio', 'manage', 'director', 'ofcramo', 'finland']","[('new', 'JJ'), ('agreement', 'NN'), ('continuation', 'NN'), ('theagreement', 'NN'), ('sign', 'NN'), ('early', 'JJ'), ('year', 'NN'), ('lemminkainen', 'NN'), ('group', 'NN'), ('whereby', 'VBD'), ('cramo', 'JJ'), ('acquire', 'VB'), ('entire', 'JJ'), ('construction', 'NN'), ('machine', 'NN'), ('fleet', 'NN'), ('oflemminkainen', 'JJ'), ('talo', 'NN'), ('oy', 'NN'), ('ita', 'JJ'), ('ja', 'NN'), ('pohjois', 'NN'), ('suomo', 'NN'), ('sign', 'NN'), ('asimilar', 'JJ'), ('agreement', 'NN'), ('say', 'VBP'), ('tatu', 'NN'), ('hauhio', 'NN'), ('manage', 'NN'), ('director', 'NN'), ('ofcramo', 'CD'), ('finland', 'NN')]"
63,positive,"At first the contract envisaged the construction of three ferryboats with an option for two more units , further confirmed at a total value of 500 mln euro ( $ 645.8 mln ) .","['first', 'contract', 'envisage', 'construction', 'three', 'ferryboat', 'option', 'two', 'unit', 'confirm', 'total', 'value', 'mln', 'euro', 'mln']","[('first', 'RB'), ('contract', 'NN'), ('envisage', 'NN'), ('construction', 'NN'), ('three', 'CD'), ('ferryboat', 'NN'), ('option', 'NN'), ('two', 'CD'), ('unit', 'NN'), ('confirm', 'VBP'), ('total', 'JJ'), ('value', 'NN'), ('mln', 'NN'), ('euro', 'NN'), ('mln', 'NN')]"
64,neutral,"In June it sold a 30 percent stake to Nordstjernan , and the investment group has now taken up the option to acquire EQT 's remaining shares .","['june', 'sell', 'percent', 'stake', 'nordstjernan', 'investment', 'group', 'take', 'option', 'acquire', 'eqt', 'remain', 'share']","[('june', 'NN'), ('sell', 'VB'), ('percent', 'JJ'), ('stake', 'NN'), ('nordstjernan', 'JJ'), ('investment', 'NN'), ('group', 'NN'), ('take', 'VB'), ('option', 'NN'), ('acquire', 'VB'), ('eqt', 'NN'), ('remain', 'NN'), ('share', 'NN')]"
65,positive,"KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 AT 09.30 1 ( 1 ) Kesko Corporation and Aspo plc today signed an agreement by which Aspo acquires the share capital of Kauko-Telko Ltd , a subsidiary wholly owned by Kesko .","['kesko', 'corporation', 'stock', 'exchange', 'release', 'kesko', 'corporation', 'aspo', 'plc', 'today', 'sign', 'agreement', 'aspo', 'acquire', 'share', 'capital', 'kaukotelko', 'ltd', 'subsidiary', 'wholly', 'own', 'kesko']","[('kesko', 'NN'), ('corporation', 'NN'), ('stock', 'NN'), ('exchange', 'NN'), ('release', 'NN'), ('kesko', 'VB'), ('corporation', 'NN'), ('aspo', 'IN'), ('plc', 'NN'), ('today', 'NN'), ('sign', 'NN'), ('agreement', 'NN'), ('aspo', 'NN'), ('acquire', 'VB'), ('share', 'NN'), ('capital', 'NN'), ('kaukotelko', 'NN'), ('ltd', 'NN'), ('subsidiary', 'NN'), ('wholly', 'RB'), ('own', 'JJ'), ('kesko', 'NN')]"
66,positive,Sponda Plc Stock Exchange Release 5 December 2006 at 15.45 EUR 1.5 BILLION SYNDICATED CREDIT FACILITY FOR SPONDA Sponda has signed an agreement for a one-year syndicated credit facility for a total of EUR 1.5 billion .,"['sponda', 'plc', 'stock', 'exchange', 'release', 'december', 'eur', 'billion', 'syndicate', 'credit', 'facility', 'sponda', 'sponda', 'sign', 'agreement', 'oneyear', 'syndicate', 'credit', 'facility', 'total', 'eur', 'billion']","[('sponda', 'NN'), ('plc', 'CC'), ('stock', 'NN'), ('exchange', 'NN'), ('release', 'NN'), ('december', 'VB'), ('eur', 'JJ'), ('billion', 'CD'), ('syndicate', 'NN'), ('credit', 'NN'), ('facility', 'NN'), ('sponda', 'VBP'), ('sponda', 'NN'), ('sign', 'NN'), ('agreement', 'NN'), ('oneyear', 'IN'), ('syndicate', 'NN'), ('credit', 'NN'), ('facility', 'NN'), ('total', 'JJ'), ('eur', 'NN'), ('billion', 'CD')]"
67,neutral,STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,"['stock', 'exchange', 'announcement', 'july', 'basware', 'share', 'subscription', 'warrant', 'increase', 'share', 'capital', 'total', 'share', 'subscribe', 'basware', 'warrant', 'program']","[('stock', 'NN'), ('exchange', 'NN'), ('announcement', 'NN'), ('july', 'NN'), ('basware', 'NN'), ('share', 'NN'), ('subscription', 'NN'), ('warrant', 'NN'), ('increase', 'NN'), ('share', 'NN'), ('capital', 'NN'), ('total', 'JJ'), ('share', 'NN'), ('subscribe', 'NN'), ('basware', 'NN'), ('warrant', 'JJ'), ('program', 'NN')]"
68,positive,"The contract covers HDO platform , AC800 and CXE880 optical Fttb nodes designed to increase the forward and return path capacity of the transmission networks .","['contract', 'cover', 'hdo', 'platform', 'ac', 'cxe', 'optical', 'fttb', 'node', 'design', 'increase', 'forward', 'return', 'path', 'capacity', 'transmission', 'network']","[('contract', 'NN'), ('cover', 'NN'), ('hdo', 'NN'), ('platform', 'NN'), ('ac', 'NN'), ('cxe', 'NN'), ('optical', 'JJ'), ('fttb', 'NN'), ('node', 'NN'), ('design', 'NN'), ('increase', 'NN'), ('forward', 'RB'), ('return', 'JJ'), ('path', 'NN'), ('capacity', 'NN'), ('transmission', 'NN'), ('network', 'NN')]"
69,neutral,The new plant is planned to have an electricity generation capacity of up to 350 megawatts ( MW ) and the same heat generation capacity .,"['new', 'plant', 'plan', 'electricity', 'generation', 'capacity', 'megawatt', 'mw', 'heat', 'generation', 'capacity']","[('new', 'JJ'), ('plant', 'NN'), ('plan', 'NN'), ('electricity', 'NN'), ('generation', 'NN'), ('capacity', 'NN'), ('megawatt', 'NN'), ('mw', 'NN'), ('heat', 'NN'), ('generation', 'NN'), ('capacity', 'NN')]"
70,positive,"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 .","['omx', 'helsinki', 'index', 'pct', 'helsinki', 'cap', 'portfolio', 'index', 'pct', 'high']","[('omx', 'RB'), ('helsinki', 'JJ'), ('index', 'NN'), ('pct', 'NN'), ('helsinki', 'NN'), ('cap', 'NN'), ('portfolio', 'NN'), ('index', 'NN'), ('pct', 'NN'), ('high', 'JJ')]"
